name,address,postalCode,city,zone,latitude,longitude,hours,phone,email,googleMapsUrl,storeUrl
Mercadinho da Vila Tremês,LARGO DO ROSSIO nº0,2025 - 553,Santarém,Santarém,39.3601,-8.7619,,,mercadinhovilatremes.3491@amanhecer.pt,"https://www.google.com/maps?q=39.3601,-8.7619",
Mercearia Penha D'Ave,"Rua Dr. João Abel de Freitas nº5, r/c",9225 - 050,Machico,Ilha da Madeira,32.772167,-16.828424,,291563060,merceariapenhadave.3490@amanhecer.pt,"https://www.google.com/maps?q=32.772167,-16.828424",
Mercearia do Bairro (Peniche),Rua Cruz das Almas nº46,2520 - 305,Peniche,Leiria,39.36198,-9.390736,,,mercebairropeniche.3487@amanhecer.pt,"https://www.google.com/maps?q=39.361980,-9.390736",
Sabor da Serra,Rua Diogo Espada nº1,2560 - 581,Torres Vedras,Lisboa,39.06785,-9.27132,,,sabordaserra.3485@amanhecer.pt,"https://www.google.com/maps?q=39.06785,-9.27132",
Supermercado Narcisox,Rua Dr. Oliveira Salazar nº17,2305 - 123,Tomar,Santarém,39.538527,-8.386763,,,supermercadonarcisox.3484@amanhecer.pt,"https://www.google.com/maps?q=39.538527,-8.386763",
O Seu Mercado,Estrada Nacional 311 nº29 A,5460 - 125,Boticas,Vila Real,41.68198,-7.701298,,,oseumercado.3482@amanhecer.pt,"https://www.google.com/maps?q=41.68198,-7.701298",
Alva Market,"Rua Central de Cidoi nº1094, R/C",4745 - 058,Trofa,Porto,41.31238,-8.623688,,,alvamarket.3480@amanhecer.pt,"https://www.google.com/maps?q=41.31238,-8.623688",
Mercearia 3M,"Estrada Regional 101 nº310, r/c",9385 - 201,Calheta (Madeira),Ilha da Madeira,32.811557,-17.244678,,291882162,mercearia3m.3478@amanhecer.pt,"https://www.google.com/maps?q=32.811557,-17.244678",
Supermercado O Cantinho D'Ana VIII,Rua da Pedra nº31,8500 - 815,Portimão,Faro,37.145931,-8.55689,,,ocantinhodaana8.3477@amanhecer.pt,"https://www.google.com/maps?q=37.145931,-8.556890",
Supermercado Fresquinho,Avenida 16 de Junho nº99,8670 - 440,Aljezur,Faro,37.370694,-8.799977,,,supermercfresquinho.3475@amanhecer.pt,"https://www.google.com/maps?q=37.370694,-8.799977",
Os Frescos do Soeiro,Rua do Município nº4,8970 - 066,Alcoutim,Faro,37.471554,-7.471403,,,osfrescosdosoeiro.3470@amanhecer.pt,"https://www.google.com/maps?q=37.471554,-7.471403",
Mercearia da Azaruja,Rua João José Perdigão nº13,7005 - 119,Évora,Évora,38.70475,-7.780914,,,merceariadaazaruja.3469@amanhecer.pt,"https://www.google.com/maps?q=38.704750,-7.780914",
Supermercado Milénio 3,Estrada da Cabana Queimada nº756,8135 - 017,Loulé,Faro,37.08695,-7.990438,,,supermercadomilenio3.3468@amanhecer.pt,"https://www.google.com/maps?q=37.086950,-7.990438",
Minimercado do Chouto,Travessa da Escola nº6,2140 - 223,Chamusca,Santarém,39.271175,-8.353368,,,minimercadodochouto.3466@amanhecer.pt,"https://www.google.com/maps?q=39.271175,-8.353368",
O Mercado da Balsa,"Rua Nova da Balsa s/n nº0, R/Ch Bloco B, Lote B",3505 - 530,Viseu,Viseu,40.66055,-7.92107,,,mercadodabalsa.3462@amanhecer.pt,"https://www.google.com/maps?q=40.66055,-7.92107",
Supermercado Quintino,Rua das Figueiras nº86,2430 - 187,Marinha Grande,Leiria,39.763747,-8.926992,,244551772,supermercadoquintino.3457@amanhecer.pt,"https://www.google.com/maps?q=39.763747,-8.926992",
Supermercado Paraiso,Avenida de S. Sebasteão nº4 A,2655 - 200,Mafra,Lisboa,38.96901,-9.41806,,261862005,supermercadoparaiso.3455@amanhecer.pt,"https://www.google.com/maps?q=38.96901,-9.41806",
Sabores do Alentejo II,Rua Gago Coutinho nº20,7830 - 253,Serpa,Beja,38.019542,-7.478422,,284858237,saboresdoalentejo2.3452@amanhecer.pt,"https://www.google.com/maps?q=38.019542,-7.478422",
Supermercado Milénio 2,nº0 Parque Campismo de Olhão,8700 - 225,Olhão,Faro,37.035289,-7.821448,,,supermercadomilenio2.3449@amanhecer.pt,"https://www.google.com/maps?q=37.035289,-7.821448",
Minimercado Escolha Certa,Rua Nuno Ferrari nº5,2610 - 289,Amadora,Lisboa,38.7358,-9.2137,,93871165,escolhacerta.3445@amanhecer.pt,"https://www.google.com/maps?q=38.7358,-9.2137",
Popular da Serrinha,"Estrada Nacional  330 Km , Km 3,3  Barracão, S/N, Lugar da Serrinha nº0 Km 3.2",3570 - 211,Aguiar da Beira,Guarda,40.795124,-7.51864,,,populardaserrinha.3444@amanhecer.pt,"https://www.google.com/maps?q=40.795124,-7.518640",
Supermercado Tito,Largo de São João nº6,2640 - 035,Mafra,Lisboa,39.00595,-9.41881,,,supermercadotito.3443@amanhecer.pt,"https://www.google.com/maps?q=39.00595,-9.41881",
Mercearia Pérola,Praça das Flores nº197,4300 - 401,Porto,Porto,41.156458,-8.59369,,,merceariaperola.3441@amanhecer.pt,"https://www.google.com/maps?q=41.156458,-8.593690",
Supermercado Renascer,"Rua Alexandre Herculano nº443, R/Ch",3510 - 039,Viseu,Viseu,40.65137,-7.91642,,,supermercadorenascer.3439@amanhecer.pt,"https://www.google.com/maps?q=40.65137,-7.91642",
Supermercado Mercado da praia,Rua judite Navarro nº3 A,2560 - 500,Torres Vedras,Lisboa,39.13313,-9.38079,,,mercadodapraia.3438@amanhecer.pt,"https://www.google.com/maps?q=39.13313,-9.38079",
Supermercado O Cantinho D'Ana VII,Av. das Comunidades Lusiadas nº0,8500 - 820,Portimão,Faro,37.120982,-8.559563,,,ocantinhodana7.3436@amanhecer.pt,"https://www.google.com/maps?q=37.120982,-8.559563",
O Super da Freguesia,rua da Escola nº11,2550 - 012,Cadaval,Lisboa,39.281583,-9.020437,,262076739,superfreguesia.3433@amanhecer.pt,"https://www.google.com/maps?q=39.281583,-9.020437",
Mercearia .Come,Rua Luís de Camões nº30 A,8000 - 388,Faro,Faro,37.024084,-7.940323,,,mercearia.come.3431@amanhecer.pt,"https://www.google.com/maps?q=37.024084,-7.940323",
Minimercado da Vila,"Rua das Forças Armadas nº31, RC",8400 - 060,Lagoa (Algarve),Faro,37.145836,-8.483759,,,minimercadovila.3428@amanhecer.pt,"https://www.google.com/maps?q=37.145836,-8.483759",
Mercearia Mimos & Iguarias,Rua Serpa Pinto nº61,7000 - 505,Évora,Évora,38.570954,-7.910968,,,mimoseiguarias.3427@amanhecer.pt,"https://www.google.com/maps?q=38.570954,-7.910968",
A Nossa Despensa,Avenida da Lisberdade nº52 D,2530 - 628,Lourinhã,Lisboa,39.20206,-9.33046,,,anossadespensa3425.3425@amanhecer.pt,"https://www.google.com/maps?q=39.20206,-9.33046",
Os Gémeos,"Rua Principal nº136, R/C",3040 - 450,Coimbra,Coimbra,40.13358,-8.3927,,,osgemeos.3424@amanhecer.pt,"https://www.google.com/maps?q=40.13358,-8.39270",
Supermercado Pegue e Pague,Praça Amadeu Abílio Lopes nº2,4960 - 531,Melgaço,Viana do Castelo,42.115454,-8.255298,,251403495,superpegueepague.3421@amanhecer.pt,"https://www.google.com/maps?q=42.115454,-8.255298",
Super da Tapada,Avenida Arquitectos Torralva nº65,7000 - 740,Évora,Évora,38.576053,-7.91697,,Não tem,supertapada.3420@amanhecer.pt,"https://www.google.com/maps?q=38.576053,-7.916970",
Minimercado O Cristal,Estrada Nacional 251 nº0,2100 - 608,Coruche,Santarém,38.8399,-8.5614,,243606241,ocristal.3416@amanhecer.pt,"https://www.google.com/maps?q=38.8399,-8.5614",
Mercearia do Bairro,Rua António Enes nº19,2860 - 044,Moita,Setúbal,38.650064,-9.025306,,,merceariabairro.3415@amanhecer.pt,"https://www.google.com/maps?q=38.650064,-9.025306",
Mercearia A Cesta,Rua henrique Santana nº25 A,2730 - 231,Oeiras,Lisboa,38.733796,-9.279935,,,merceariacesta.3413@amanhecer.pt,"https://www.google.com/maps?q=38.733796,-9.279935",
Mercearia da Aldeia,Rua de São Mamede nº687,4990 - 755,Ponte de Lima,Viana do Castelo,41.734678,-8.619213,,,merceariaaldeia.3412@amanhecer.pt,"https://www.google.com/maps?q=41.734678,-8.619213",
Pão D'Assafora 5,"Rua do atlantico S/N ""antiga colonia de ferias da CP"" nº0",2705 - 287,Sintra,Lisboa,38.81906,-9.46488,,,paodassafora5.3411@amanhecer.pt,"https://www.google.com/maps?q=38.81906,-9.46488",
Supermercado Xtra Quarteira,Rua São Gonçalo de Lagos nº24,8125 - 253,Loulé,Faro,37.073709,-8.101494,,,xtraquarteira.3407@amanhecer.pt,"https://www.google.com/maps?q=37.073709,-8.101494",
Pão de Sal - Àlamos,Rua António José Couvinha nº8,7005 - 296,Évora,Évora,38.574727,-7.895512,,266705794,paodesalalamos.3404@amanhecer.pt,"https://www.google.com/maps?q=38.574727,-7.895512",
Pão de Sal - Nau,Avenida Infante Dom Henrique nº12,7005 - 169,Évora,Évora,38.567882,-7.899436,,266705126,paodesalnau.3403@amanhecer.pt,"https://www.google.com/maps?q=38.567882,-7.899436",
Pão de Sal - Malagueira,Avenida Malagueira n11 r/c nº11,7000 - 368,Évora,Évora,38.56987,-7.92583,,266709271,paodesalmalagueira.3402@amanhecer.pt,"https://www.google.com/maps?q=38.56987,-7.92583",
Pão de Sal - Saúde,"Largo Principal da Senhora da Saúde nº3, RC",7005 - 226,Évora,Évora,38.569075,-7.89637,,,paodesalsaude.3401@amanhecer.pt,"https://www.google.com/maps?q=38.569075,-7.896370",
Pão de Sal - Picada,"Avenida do Escurinho nº26, RC ESQ",7000 - 372,Évora,Évora,38.566659,-7.927839,,,paodesalpicada.3400@amanhecer.pt,"https://www.google.com/maps?q=38.566659,-7.927839",
Pão de Sal - Cartuxa,Dr. João Luis Vieira da Silva nº8,7000 - 737,Évora,Évora,38.578209,-7.923126,,,paodesalcartuxa.3399@amanhecer.pt,"https://www.google.com/maps?q=38.578209,-7.923126",
Terra Nova,Urbanização Quinta do Peixe Frio nº544,4950 - 429,Monção,Viana do Castelo,42.073515,-8.478161,,251648241,terranova.3398@amanhecer.pt,"https://www.google.com/maps?q=42.073515,-8.478161",
Rei dos Preços,Rua Marquês D´Ávila e Bolama nº0 Lote F,6200 - 053,Covilhã,Castelo Branco,40.278531,-7.503416,,275315705,reidosprecos.3397@amanhecer.pt,"https://www.google.com/maps?q=40.278531,-7.503416",
Supermercado  Os M'S,"Rua Afonso de Albuquerque nº13, LJ D",8100 - 531,Loulé,Faro,37.136188,-8.01411,,,supermercadosms.3395@amanhecer.pt,"https://www.google.com/maps?q=37.136188,-8.014110",
Supermercado Coradinho,Rua Alexandre Herculano nº0,2965 - 304,Palmela,Setúbal,38.634176,-8.742748,,,supercoradinho.3394@amanhecer.pt,"https://www.google.com/maps?q=38.634176,-8.742748",
Supermercado Maxpreços,Avenida António Galvão de Andrade nº18 A,2660 - 221,Loures,Lisboa,38.810135,-9.161911,,219887422,maxprecos.3389@amanhecer.pt,"https://www.google.com/maps?q=38.810135,-9.161911",
Supermercado Madeirense,"Avenida S. Cristóvão nº1234, R/C",4500 - 705,Santa Maria da Feira,Aveiro,41.006067,-8.591062,,,madeirense.3388@amanhecer.pt,"https://www.google.com/maps?q=41.006067,-8.591062",
Supermercado São João,Rua de São João nº330,4755 - 092,Barcelos,Braga,41.503772,-8.533775,,,supermercadosaojoao.3387@amanhecer.pt,"https://www.google.com/maps?q=41.503772,-8.533775",
Planalto de Jales,Lugar das Alminhas S/N - Vreia de Jales nº0,5450 - 341,Vila Pouca de Aguiar,Vila Real,41.454593,-7.59043,,,planaltodejales.3386@amanhecer.pt,"https://www.google.com/maps?q=41.454593,-7.590430",
Supermercado O Cantinho D'Ana VI,"Rua Dona Maria Eugénia Neutal Dias Ferreira nº40, R/C LOJA",8375 - 121,Silves,Faro,37.255909,-8.28088,,,ocantinhodana6.3385@amanhecer.pt,"https://www.google.com/maps?q=37.255909,-8.28088",
Mini-mercado Capelo,"Rua do Rio nº0, R/C",6230 - 664,Fundão,Castelo Branco,40.134327,-7.672015,,,minimercadocapelo.3380@amanhecer.pt,"https://www.google.com/maps?q=40.134327,-7.672015",
A Mercearia da Vila,"Larg 25  de Abril nº3, RC",7005 - 722,Évora,Évora,38.458171,-7.752642,,Não tem,amerceariadavila.3379@amanhecer.pt,"https://www.google.com/maps?q=38.458171,-7.752642",
Supermercado Rebelo,"Lugar Centro Comercial Cruzeiro, Praceta do Cruzeiro Loja 4 e Loja 5 nº0",4700 - 272,Vila Verde,Braga,41.595884,-8.522765,,,supermercadorebelo.3377@amanhecer.pt,"https://www.google.com/maps?q=41.595884,-8.522765",
Refúgio dos Sabores,Rua Dom António José da Rocha Couto nº0,4625 - 640,Marco de Canaveses,Porto,41.125434,-8.216267,,,refugiodossabores.3375@amanhecer.pt,"https://www.google.com/maps?q=41.125434,-8.216267",
Mercearia Jaime,Rua dos Cruzeiros nº32,4905 - 205,Viana do Castelo,Viana do Castelo,41.644126,-8.742535,,,merceariajaime.3374@amanhecer.pt,"https://www.google.com/maps?q=41.644126,-8.742535",
A Loja do Vizinho,Rua Major Aurélio Ricardo Belo nº18,2565 - 427,Torres Vedras,Lisboa,39.13754,-9.17581,,261919234,lojadovizinho.3373@amanhecer.pt,"https://www.google.com/maps?q=39.13754,-9.17581",
Lugar do Rei,Urbanização Quinta da Saudade nº0 Lote 228 Loja 8,3500 - 631,Viseu,Viseu,40.64862,-7.91101,,,lugardorei.3372@amanhecer.pt,"https://www.google.com/maps?q=40.64862,-7.91101",
Supermercado Ferreira,Estrada da Nacional 220 nº30,5160 - 081,Torre de Moncorvo,Bragança,41.18297,-6.98185,,,supermercadoferreira.3371@amanhecer.pt,"https://www.google.com/maps?q=41.18297,-6.98185",
Supermercado São Miguel,"Travessa da Rua da Igreja nº78, R/C",4835 - 060,Guimarães,Braga,41.438192,-8.310613,,,saomiguel.3370@amanhecer.pt,"https://www.google.com/maps?q=41.438192,-8.310613",
Nordesuper II,Rua Doutor João José De Freitas nº242,5140 - 069,Carrazeda de Ansiães,Bragança,41.24078,-7.308698,,278618008,nordesuper2.rolo.3369@amanhecer.pt,"https://www.google.com/maps?q=41.240780,-7.308698",
Minimercado A Praça II,Largo Luís de Camões nº2,3090 - 476,Figueira da Foz,Coimbra,40.165967,-8.754244,,,apraca.3366@amanhecer.pt,"https://www.google.com/maps?q=40.165967,-8.754244",
"Mercearia ""Ti Leonor""","Rua Alvaro Teles nº100, R/C",2490 - 020,Ourém,Santarém,39.647683,-8.523951,,249148282,merceariatileonor.3364@amanhecer.pt,"https://www.google.com/maps?q=39.647683,-8.523951",
Supermercado Figueira II,Avenida Nossa Senhora de Guadalupe S/N nº0,7830 - 327,Serpa,Beja,37.938998,-7.592908,,284544241,figueira2.3361@amanhecer.pt,"https://www.google.com/maps?q=37.938998,-7.592908",
SuperCastanholas,Rua das castanholas nº27 E,2550 - 118,Cadaval,Lisboa,39.24241,-9.10126,,,supercastanholas.3360@amanhecer.pt,"https://www.google.com/maps?q=39.24241,-9.10126",
O Coração D'Aldeia,Praça Francisco Carvalho Vieira nº5 A,2580 - 442,Alenquer,Lisboa,39.154607,-9.113313,,,ocoracaodaldeia.3358@amanhecer.pt,"https://www.google.com/maps?q=39.154607,-9.113313",
Supermercado Rio Mar,"Estrada da Boa Nova nº13, r/c bloco c - Edifício Boa Nova",9060 - 001,Funchal,Ilha da Madeira,32.657768,-16.889894,,291602648,supermercadoriomar.3357@amanhecer.pt,"https://www.google.com/maps?q=32.657768,-16.889894",
Pão D'Assafora 4,"Estrada Nacional 247 nº44, R/C",2655 - 132,Mafra,Lisboa,38.93499,-9.39686,,,paodassafora4.3356@amanhecer.pt,"https://www.google.com/maps?q=38.93499,-9.39686",
Fica no Ovídio,Rua António Rodrigues da Rocha nº285,4400 - 025,Vila Nova de Gaia,Porto,41.116252,-8.60915,,220737582,ficanoovidio.3355@amanhecer.pt,"https://www.google.com/maps?q=41.116252,-8.609150",
Supermercado O COMPLETO,Rua do Rosário nº18,9600 - 124,Ribeira Grande,Ilha de São Miguel,37.812516,-25.582363,,296490250,supermercadoocompleto.3352@amanhecer.pt,"https://www.google.com/maps?q=37.812516,-25.582363",
Supermercado Maresia,Avenida Abade Baçal nº22,5300 - 068,Bragança,Bragança,41.80347,-6.777236,,273327650,supermercadomaresia.3348@amanhecer.pt,"https://www.google.com/maps?q=41.803470,-6.777236",
Supermercado Esmeralda Brilhante,"Rua do lugar nº17, R/C A",9270 - 156,Porto Moniz,Ilha da Madeira,32.867268,-17.170659,,291853293,esmeralda.brilhante.3347@amanhecer.pt,"https://www.google.com/maps?q=32.867268,-17.170659",
Supermercado Figueira I,"Largo Salvador nº8, R/C",7830 - 330,Serpa,Beja,37.942065,-7.595428,,,figueira.3346@amanhecer.pt,"https://www.google.com/maps?q=37.942065,-7.595428",
Super da Maria,Rua Alfredo Ruas nº324 A B,2620 - 323,Odivelas,Lisboa,38.80239,-9.198254,,,superdamaria.3343@amanhecer.pt,"https://www.google.com/maps?q=38.802390,-9.198254",
Supermercado Pomar Cidade Nova,Rua Pinheiro Manso nº12,4935 - 169,Viana do Castelo,Viana do Castelo,41.68058,-8.802178,,258332803,pomarcidadenova.3342@amanhecer.pt,"https://www.google.com/maps?q=41.680580,-8.802178",
Loja do Pego,"Rua do Cimo da Aldeia nº3, R/C",2205 - 377,Abrantes,Santarém,39.460834,-8.149358,,,lojadopego.3341@amanhecer.pt,"https://www.google.com/maps?q=39.460834,-8.149358",
A Loja do Lino,"Rua da Liberdade nº14, R/C dto",2560 - 237,Torres Vedras,Lisboa,39.088609,-9.277969,,261323705,lojadolino.3339@amanhecer.pt,"https://www.google.com/maps?q=39.088609,-9.277969",
Super Mimo,Largo Frederico Ferreira Pinto Bastos nº1,2500 - 812,Caldas da Rainha,Leiria,39.4049,-9.1413,,262286803,supermimo.3337@amanhecer.pt,"https://www.google.com/maps?q=39.4049,-9.1413",
O Nosso Mercado,"Rotunda Nuno Rodrigues dos Santos nº2, r/c loja77",2685 - 223,Loures,Lisboa,38.7826,-9.1117,,,onossomercado.3335@amanhecer.pt,"https://www.google.com/maps?q=38.7826,-9.1117",
Talho Supermercado da Quinta,Praceta da Botica nº20,4730 - 454,Vila Verde,Braga,41.597323,-8.467207,,253926769,viladeprado.3332@amanhecer.pt,"https://www.google.com/maps?q=41.597323,-8.467207",
Super Aleixo,Rua Capitão Cruz nº0 DL25,5200 - 222,Mogadouro,Bragança,41.344125,-6.706474,,,superaleixo.3331@amanhecer.pt,"https://www.google.com/maps?q=41.344125,-6.706474",
Supermercado O Cantinho D'Ana V,"Rua São João - Ed. São Pedro nº0, Edf. São Pedro - RC Loja 5",8400 - 614,Lagoa (Algarve),Faro,37.137257,-8.516755,,,ocantinhodana5.3324@amanhecer.pt,"https://www.google.com/maps?q=37.137257,-8.516755",
Supermercado O Barquinho,Av 1 Maio nº35,6215 - 680,Covilhã,Castelo Branco,40.257012,-7.621868,,275971488,obarquinho.3323@amanhecer.pt,"https://www.google.com/maps?q=40.257012,-7.621868",
Mercearias Dias,Avenida Dom Afonso Henriques nº52,2830 - 247,Barreiro,Setúbal,38.655203,-9.071197,,,merceariasdias.3321@amanhecer.pt,"https://www.google.com/maps?q=38.655203,-9.071197",
Mercearia da Lucinda - Lisboa,Rua Rodrigo da Fonseca nº121,1070 - 240,Lisboa,Lisboa,38.72722,-9.157127,,,lucindalisboa.3319@amanhecer.pt,"https://www.google.com/maps?q=38.727220,-9.157127",
Frutas e Companhia,Urbanização Pinhal do Moinho LT 32 nº0,7645 - 295,Odemira,Beja,37.729724,-8.781062,,283996251,frutasecompanhia.3317@amanhecer.pt,"https://www.google.com/maps?q=37.729724,-8.781062",
Mercearia A Minha Despensa II,Rua Infante Dom Henrique nº68 Loja 1,8500 - 691,Portimão,Faro,37.141732,-8.535453,,,aminhadespensa2.3315@amanhecer.pt,"https://www.google.com/maps?q=37.141732,-8.535453",
Sardimercado,Largo do Mercado nº3,6215 - 424,Covilhã,Castelo Branco,40.202472,-7.636595,,275961010,sardimercado.3309@amanhecer.pt,"https://www.google.com/maps?q=40.202472,-7.636595",
Cabaz da Barra,Rua da Medrosa nº36 B,2780 - 875,Oeiras,Lisboa,38.683294,-9.323683,,214414474,cabazdabarra.3308@amanhecer.pt,"https://www.google.com/maps?q=38.683294,-9.323683",
Super Cheio,Avenida da Liberdade nº127,2715 - 097,Sintra,Lisboa,38.859242,-9.326341,,219279751,supercheiocatijuga.3307@amanhecer.pt,"https://www.google.com/maps?q=38.859242,-9.326341",
Supermercado Monteiro & Viegas,"Largo do Mercado nº1, R/C",6300 - 115,Guarda,Guarda,40.42,-7.347637,,,monteiroeviegas.3306@amanhecer.pt,"https://www.google.com/maps?q=40.420000,-7.347637",
Minimercado Toque D'Aromas II,Rua das Virtudes nº40,9000 - 192,Funchal,Ilha da Madeira,32.646845,-16.930042,,291 935639;291644865,toquedaromas2.3304@amanhecer.pt,"https://www.google.com/maps?q=32.646845,-16.930042",
Minimercado Rio de Couros,"Rua Principal nº84, R/C A",2435 - 530,Ourém,Santarém,39.727342,-8.497385,,249099262,riodecouros.3303@amanhecer.pt,"https://www.google.com/maps?q=39.727342,-8.497385",
Pão D'Assafora 3,Largo Central nº4,2705 - 452,Sintra,Lisboa,38.90575,-9.41073,,,paodassafora3.3299@amanhecer.pt,"https://www.google.com/maps?q=38.90575,-9.41073",
Minimercado Toque D'Aromas,Estrada das Eiras nº0 U / T,9125 - 129,Santa Cruz,Ilha da Madeira,32.654853,-16.855147,,291935639,toquedaromas.3297@amanhecer.pt,"https://www.google.com/maps?q=32.654853,-16.855147",
Supermercado da Vila I,Rua Doutor Brito Camacho nº4,7830 - 220,Serpa,Beja,38.023203,-7.475621,,284858237,supermercadodavila.3295@amanhecer.pt,"https://www.google.com/maps?q=38.023203,-7.475621",
Mercearia O Botas,Rua 5 de Outubro nº37,2825 - 849,Almada,Setúbal,38.671943,-9.232685,,212950009,obotas.3294@amanhecer.pt,"https://www.google.com/maps?q=38.671943,-9.232685",
Supermercado Urbano,Avenida Doutor Ricardo de Almeida nº76,5350 - 004,Alfândega da Fé,Bragança,41.34206,-6.962142,,,supermercadourbano.3293@amanhecer.pt,"https://www.google.com/maps?q=41.34206,-6.962142",
Super Gravo,Lugar Paredes de Gravo nº0,3680 - 174,Oliveira de Frades,Viseu,40.70223,-8.24602,,232758109,supergravo.3292@amanhecer.pt,"https://www.google.com/maps?q=40.70223,-8.24602",
Supermercado O Cantinho D'Ana IV,"Av. Tomás Cabreira Ed. Alvorada nº0, RC FTE",8500 - 802,Portimão,Faro,37.118085,-8.533173,,,ocantinhodana4.3291@amanhecer.pt,"https://www.google.com/maps?q=37.118085,-8.533173",
Mercearia das Esmeraldas,"Avenida das Esmeraldas nº257, R/C B",2785 - 811,Cascais,Lisboa,38.711,-9.3283,,,esmeraldas.3289@amanhecer.pt,"https://www.google.com/maps?q=38.7110,-9.3283",
Supermercado Lubrimartim,Avenida de Martim nº971,4755 - 313,Barcelos,Braga,41.533452,-8.509592,,,lubrimartim.3286@amanhecer.pt,"https://www.google.com/maps?q=41.533452,-8.509592",
Supermercado Pacheco 1,Rua de Nossa Senhora da Apresentação nº876,4775 - 263,Barcelos,Braga,41.455862,-8.555139,,252961416,supermercadopacheco1.3285@amanhecer.pt,"https://www.google.com/maps?q=41.455862,-8.555139",
Mini mercado D. Luis Gourmet,Avenida Dom Luís I nº16 c/d,2610 - 061,Amadora,Lisboa,38.732632,-9.217254,,938711561,dluisgourmet.3284@amanhecer.pt,"https://www.google.com/maps?q=38.732632,-9.217254",
Nordesuper I,Rua da Regedoura nº7,5160 - 256,Torre de Moncorvo,Bragança,41.175266,-7.053804,,273 322 871,nordesuper1.rolo.3281@amanhecer.pt,"https://www.google.com/maps?q=41.175266,-7.053804",
Lidermarche Supermercado,Praça das Associações nº0,4690 - 363,Cinfães,Viseu,41.001463,-8.179327,,256 958 043,lidermarche.3279@amanhecer.pt,"https://www.google.com/maps?q=41.001463,-8.179327",
Tijuca,"Bairro Santo Estevão Lote 39 nº39, R/C",3515 - 145,Viseu,Viseu,40.67125,-7.92903,,232412638,tijuca.3275@amanhecer.pt,"https://www.google.com/maps?q=40.67125,-7.92903",
Super Livramento,Estrada do Livramento nº86,9050 - 231,Funchal,Ilha da Madeira,32.666794,-16.90904,,291744444,superlivramento.3273@amanhecer.pt,"https://www.google.com/maps?q=32.666794,-16.909040",
Supermercado Leão,Rua Doutor Porfírio de Andrade nº179,4435 - 217,Gondomar,Porto,41.187484,-8.5601,,,supermercadoleao.3270@amanhecer.pt,"https://www.google.com/maps?q=41.187484,-8.560100",
Supermercado Damian,Zona Industrial nº19,7830 - 468,Serpa,Beja,37.932093,-7.404368,,284568190,supermercadodamien.3269@amanhecer.pt,"https://www.google.com/maps?q=37.932093,-7.404368",
Supermercado O Cantinho D'Ana II,"Rua Dom Carlos I nº82, R/C Direito",8500 - 607,Portimão,Faro,37.131105,-8.535808,,,ocantinhodana2.3265@amanhecer.pt,"https://www.google.com/maps?q=37.131105,-8.535808",
Minimercado Brás,Rua Engenheiro António Torres nº122,2000 - 495,Santarém,Santarém,39.384421,-8.660006,,243449494,minimercadobras.3263@amanhecer.pt,"https://www.google.com/maps?q=39.384421,-8.660006",
Soldado & Companhia,Rua da Escola Nova nº177,2100 - 607,Coruche,Santarém,38.8536,-8.5932,,243606214,soldadoecompanhia.3261@amanhecer.pt,"https://www.google.com/maps?q=38.8536,-8.5932",
Supermercado Viamar,Avenida da Cidade de Coimbra nº107,3070 - 761,Mira,Coimbra,40.45563,-8.79525,,,supermercadoviamar.3260@amanhecer.pt,"https://www.google.com/maps?q=40.45563,-8.79525",
Novo Mercado Celona,Rua das Cavadas nº2,3885 - 261,Ovar,Aveiro,40.946774,-8.616803,,256752617,celona.3256@amanhecer.pt,"https://www.google.com/maps?q=40.946774,-8.616803",
Minimercado Joaninha,"Rua Padre António Francisco de Sousa nº84, R/C",4475 - 314,Maia,Porto,41.240425,-8.581709,,229600410,minimercadojoaninha.3255@amanhecer.pt,"https://www.google.com/maps?q=41.240425,-8.581709",
O Celeiro,Rua Doutor Manuel Fratel nº15,7300 - 311,Portalegre,Portalegre,39.239389,-7.323817,,Não tem,oceleiro.3254@amanhecer.pt,"https://www.google.com/maps?q=39.239389,-7.323817",
Mercearia do Sobral Amanhecer,Rua Doutor Correia Guedes nº43,2590 - 015,Sobral de Monte Agraço,Lisboa,39.0246,-9.1521,,261941427,merceariadosobral.3252@amanhecer.pt,"https://www.google.com/maps?q=39.02460,-9.15210",
Minimercado Rosinha,Rua Paiva Coelho nº36 A,2840 - 520,Seixal,Setúbal,38.643765,-9.104871,,212213651,minimercadorosinha.3246@amanhecer.pt,"https://www.google.com/maps?q=38.643765,-9.104871",
Vimeiro F&C,"Rua do Cabecinho nº4, R/C",2530 - 826,Lourinhã,Lisboa,39.176685,-9.32036,,261 984 901,frescosvimeiro.3245@amanhecer.pt,"https://www.google.com/maps?q=39.176685,-9.320360",
Mercearia Martins Ribeiro,Rua do Gestalinho nº37,4475 - 034,Maia,Porto,41.246807,-8.609595,,,martinsribeiro.3244@amanhecer.pt,"https://www.google.com/maps?q=41.246807,-8.609595",
Frescos A-dos-Cunhados,Rua de Dom Manuel II nº88,2560 - 016,Torres Vedras,Lisboa,39.16254,-9.29794,,261 985 427,frescosadoscunhados.3243@amanhecer.pt,"https://www.google.com/maps?q=39.16254,-9.29794",
Mercearia do Vimieiro,Avenida Nova nº20,7040 - 610,Arraiolos,Évora,38.829863,-7.841084,,,merceariadovimieiro.3237@amanhecer.pt,"https://www.google.com/maps?q=38.829863,-7.841084",
